Date,Open,High,Low,Close,Adj Close,Volume
2019-04-22,289.170013,290.440002,289.070007,290.269989,284.457733,40160100
2019-04-23,290.679993,293.140015,290.420013,292.880005,287.015472,52246600
2019-04-24,292.790009,293.160004,292.070007,292.230011,286.378540,50392900
2019-04-25,292.119995,292.779999,290.730011,292.049988,286.202118,57770900
2019-04-26,292.100006,293.489990,291.239990,293.410004,287.534882,50916400
2019-04-29,293.510010,294.450012,293.410004,293.869995,287.985657,57197700
2019-04-30,293.489990,294.339996,291.920013,294.019989,288.132660,81111700
2019-05-01,294.720001,294.950012,291.799988,291.809998,285.966919,71671900
2019-05-02,291.679993,292.700012,289.519989,291.179993,285.349518,65030200
2019-05-03,292.820007,294.339996,291.299988,294.029999,288.142456,56543700
2019-05-06,289.250000,293.309998,288.899994,292.820007,286.956696,107198100
2019-05-28,283.089996,284.149994,280.130005,280.149994,274.540405,70029400
2019-05-29,278.910004,279.359985,276.709991,278.269989,272.698029,104972900
2019-05-30,279.109985,280.040009,277.809998,279.029999,273.442780,62523800
2019-05-31,276.200012,277.119995,275.239990,275.269989,269.758087,86862800
2019-06-03,275.309998,276.549988,273.089996,274.570007,269.072113,96428000
2019-06-04,277.119995,280.679993,276.619995,280.529999,274.912781,77231900
2019-06-05,282.329987,282.989990,280.320007,282.959991,277.294159,71169700
2019-06-06,283.290009,285.549988,282.570007,284.799988,279.097260,69430400
2019-06-07,285.929993,288.850006,285.739990,287.649994,281.890167,74272200
2019-06-10,289.369995,290.820007,288.869995,288.970001,283.183777,60799100
2019-06-11,290.989990,291.399994,288.179993,288.899994,283.115173,58641300
2019-06-12,288.640015,289.260010,287.820007,288.390015,282.615387,46984700
2019-06-13,289.399994,289.980011,288.619995,289.579987,283.781525,48945200
2019-06-14,289.260010,289.929993,288.410004,289.260010,283.467987,52324700
2019-06-17,289.519989,290.220001,289.179993,289.369995,283.575775,39205700
2019-06-18,291.390015,293.570007,290.989990,292.399994,286.545074,85434800
2019-06-19,292.549988,293.649994,291.470001,293.059998,287.191864,78674400
2019-06-20,296.040009,296.309998,293.130005,295.859985,289.935791,116570000
2019-06-21,294.130005,295.519989,293.760010,294.000000,289.514374,83309500
2019-06-24,294.230011,294.579987,293.470001,293.640015,289.159851,47582700
2019-06-25,293.700012,293.730011,290.640015,290.760010,286.323792,82028700
2019-06-26,291.750000,292.309998,290.350006,290.470001,286.038208,51584900
2019-06-27,291.309998,292.059998,290.890015,291.500000,287.052521,40355200
2019-06-28,292.579987,293.549988,292.010010,293.000000,288.529602,59350900
2019-07-01,296.679993,296.920013,294.329987,295.660004,291.149048,79107500
2019-07-02,295.609985,296.489990,294.679993,296.429993,291.907257,61504500
2019-07-03,297.179993,298.820007,297.019989,298.799988,294.241089,40898900
2019-07-05,297.440002,298.640015,296.010010,298.459991,293.906281,51677300
2019-07-08,297.010010,298.260010,296.220001,296.820007,292.291351,45841800
2019-07-09,295.540009,297.519989,295.480011,297.190002,292.655701,41101300
2019-07-10,298.369995,299.660004,297.779999,298.609985,294.054016,58448500
2019-07-11,299.320007,299.579987,298.200012,299.309998,294.743317,50826100
2019-07-12,299.850006,300.730011,299.510010,300.649994,296.062897,40326000
2019-07-15,301.130005,301.130005,300.190002,300.750000,296.161377,33900000
2019-07-16,300.649994,300.880005,299.440002,299.779999,295.206177,36650100
2019-07-17,299.750000,299.929993,297.739990,297.739990,293.197296,36036300
2019-07-18,297.190002,299.250000,296.700012,298.829987,294.270660,51392600
2019-07-19,300.040009,300.070007,296.980011,297.170013,292.636017,58678600
2019-08-12,289.959991,291.609985,287.019989,288.070007,283.674866,62629500
2019-08-13,287.739990,294.149994,287.359985,292.549988,288.086487,94299800
2019-08-14,288.070007,288.739990,283.760010,283.899994,279.568451,135622100
2019-08-15,284.880005,285.640015,282.390015,284.649994,280.307007,99556600
2019-08-16,286.480011,289.329987,284.709991,288.850006,284.442932,83018300
2019-08-19,292.190002,293.079987,291.440002,292.329987,287.869843,53571800
2019-08-20,291.769989,292.359985,289.950012,290.089996,285.664001,51596400
2019-08-21,292.480011,292.859985,291.720001,292.450012,287.988037,49524700
2019-08-22,293.230011,293.929993,290.399994,292.359985,287.899353,51666400
2019-08-23,290.920013,292.760010,283.470001,284.850006,280.503998,149161500
2019-08-26,287.269989,288.000000,285.579987,288.000000,283.605896,72423800
2019-08-27,289.540009,289.950012,286.029999,286.869995,282.493134,66668900
2019-08-28,286.140015,289.070007,285.250000,288.890015,284.482361,59696700
2019-08-29,291.720001,293.160004,290.609985,292.579987,288.115997,57899400
2019-08-30,294.220001,294.239990,291.420013,292.450012,287.988037,62901200
2019-09-03,290.570007,291.579987,289.269989,290.739990,286.304077,69101400
2019-09-04,293.140015,294.059998,292.309998,294.040009,289.553772,46887300
2019-09-05,296.790009,298.829987,294.000000,297.820007,293.276093,83258100
